world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_160,survival_320,mean_active_context_tokens_160,mean_active_context_tokens_320,mean_checkpoint_accuracy_160,mean_checkpoint_accuracy_320,critical_omission_rate_160,critical_omission_rate_320,mean_epsilon_160,mean_epsilon_320,minimum_margin_160,minimum_margin_320,restorations,pruned_tokens,ecc_corrections,external_retrievals,quarantines,final_config_accuracy,final_requirement_accuracy
main,telemetry_breaker,8173,320,55,1,55,0,0,624.54375,612.384375,0.9010416666666666,0.9075520833333334,0.84375,0.890625,0.46937249784010976,0.4895257787646533,-0.04942991974793132,-0.12191862023978084,9,0,0,83,4,1.0,1.0
main,ecc_digest,8173,320,55,1,55,0,0,729.09375,738.365625,0.9088541666666666,0.92578125,0.84375,0.796875,0.6311398372888096,0.6708513031315471,-0.3938044863382939,-0.3938044863382939,0,0,11,31,2,1.0,1.0
main,restoration_stack,8173,320,55,1,55,0,0,631.8,622.3125,0.9453125,0.9583333333333334,0.75,0.671875,0.44831783850860807,0.44110056393837765,0.2335628478470142,0.08095386153955353,8,240,6,74,2,1.0,1.0
main,sham_retirement_85,8173,320,55,1,55,0,0,697.78125,692.1,0.8828125,0.88671875,0.875,0.9375,0.6728711097365241,0.7351866446777113,-0.40901005674842184,-0.40901005674842184,3,0,0,30,2,1.0,1.0
pressure_disabled_null,capsule_baseline,8173,320,321,0,,1,1,729.09375,738.365625,0.9140625,0.90625,0.84375,0.921875,0.10075377064882247,0.11995209020622195,0.5573001423002072,0.37156401930050675,0,0,0,30,2,1.0,1.0
pressure_disabled_null,restoration_stack,8173,320,321,0,,1,1,721.21875,726.928125,0.9348958333333334,0.9440104166666666,0.8125,0.75,0.09289605852264902,0.10386634206811078,0.5623677419616463,0.3817878874648186,0,240,10,31,2,1.0,1.0
main,capsule_baseline,8174,320,75,1,75,0,0,735.09375,745.140625,0.890625,0.8723958333333334,0.75,0.859375,0.6028509551711629,0.6864258600495665,0.07727896018939928,-0.2421555235997792,0,0,0,29,0,1.0,1.0
main,scheduled_prune_80,8174,320,75,1,75,0,0,727.21875,733.703125,0.890625,0.8736979166666666,0.75,0.859375,0.5833044197339952,0.6473531682304224,0.12354741217726994,-0.1563160954416316,0,240,0,29,0,1.0,1.0
main,fixed_retirement_85,8174,320,75,1,75,0,0,702.5625,697.84375,0.890625,0.8815104166666666,0.75,0.765625,0.5581233696842812,0.592198083076989,0.19237899338482656,-0.13411838234541507,3,0,0,47,0,1.0,1.0
main,telemetry_breaker,8174,320,75,1,75,0,0,610.18125,627.6375,0.9010416666666666,0.8971354166666666,0.65625,0.71875,0.42494765959312425,0.4690860141756536,0.1629669190351788,-0.1253368876936638,8,0,0,73,1,1.0,1.0
main,ecc_digest,8174,320,321,0,,1,1,735.09375,745.140625,0.9765625,0.953125,0.53125,0.625,0.5305672911479465,0.6045531083199309,0.15111772531698975,-0.105705590466177,0,0,12,30,0,1.0,1.0
main,restoration_stack,8174,320,321,0,,1,1,646.2,641.5875,0.9791666666666666,0.9609375,0.5,0.625,0.41685186486062065,0.43761546601019286,0.3873116030136172,-2.402409323276622e-05,7,240,9,71,0,1.0,1.0
main,sham_retirement_85,8174,320,75,1,75,0,0,702.5625,697.84375,0.890625,0.8723958333333334,0.75,0.859375,0.6028509551711629,0.6864258600495665,0.12265588326632237,-0.18945829888415244,3,0,0,29,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8174,320,75,1,75,0,0,735.09375,745.140625,0.90625,0.9088541666666666,0.71875,0.796875,0.10498101149605535,0.11528957722053201,0.5393679923059284,0.4075633226871396,0,0,0,30,0,1.0,1.0
pressure_disabled_null,restoration_stack,8174,320,321,0,,1,1,727.21875,733.703125,0.9765625,0.9674479166666666,0.53125,0.625,0.09192162132061546,0.100332082375819,0.5886939073186874,0.4603560391785618,0,240,10,30,0,1.0,1.0
main,capsule_baseline,8175,320,70,1,70,0,0,726.45625,739.240625,0.8619791666666666,0.8841145833333334,0.96875,0.9375,0.681885839476785,0.7169492475047352,-0.26562165252716574,-0.3863677438537978,0,0,0,29,1,1.0,1.0
main,scheduled_prune_80,8175,320,70,1,70,0,0,718.58125,727.803125,0.8619791666666666,0.8841145833333334,0.96875,0.9375,0.6591740675246316,0.684174223899169,-0.26562165252716574,-0.38582278549276006,0,240,0,29,1,1.0,1.0
main,fixed_retirement_85,8175,320,70,1,70,0,0,696.175,693.303125,0.875,0.9075520833333334,0.8125,0.8125,0.6037112371481965,0.6124590756845969,-0.26562165252716574,-0.3782740268219331,3,0,0,45,1,1.0,1.0
main,telemetry_breaker,8175,320,70,1,70,0,0,610.60625,631.009375,0.9244791666666666,0.9296875,0.6875,0.6875,0.4682404507681744,0.485182893823968,-0.26562165252716574,-0.32819629163829767,8,0,0,75,2,1.0,1.0
main,ecc_digest,8175,320,315,1,315,1,0,726.45625,739.240625,0.9140625,0.9296875,0.78125,0.78125,0.6191375787884387,0.6368674119146615,-0.19818358209352738,-0.19818358209352738,0,0,12,29,1,1.0,1.0
main,restoration_stack,8175,320,321,0,,1,1,645.28125,648.821875,0.9427083333333334,0.9505208333333334,0.65625,0.59375,0.47519186866384827,0.4667489747276804,-0.03345373031235943,-0.03345373031235943,6,240,9,62,2,1.0,1.0
main,sham_retirement_85,8175,320,70,1,70,0,0,696.175,693.303125,0.8619791666666666,0.8841145833333334,0.96875,0.9375,0.681885839476785,0.7169492475047352,-0.26562165252716574,-0.3863677438537978,3,0,0,29,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8175,320,70,1,70,0,0,726.45625,739.240625,0.8802083333333334,0.8997395833333334,0.9375,0.859375,0.11565045687676039,0.11987112588262869,0.16874594869895632,0.16874594869895632,0,0,0,29,1,1.0,1.0
pressure_disabled_null,restoration_stack,8175,320,315,1,315,1,0,718.58125,727.803125,0.9375,0.9479166666666666,0.6875,0.6875,0.09895059788039665,0.10176571279618321,0.5443878460555263,0.3444642818718916,0,240,12,29,1,1.0,1.0
main,capsule_baseline,8176,320,321,0,,1,1,726.1125,740.31875,0.9114583333333334,0.9388020833333334,0.90625,0.875,0.6519103279443578,0.6232834969608436,-0.014845449821907275,-0.014845449821907275,0,0,0,29,4,1.0,1.0
main,scheduled_prune_80,8176,320,321,0,,1,1,718.2375,728.88125,0.9114583333333334,0.9388020833333334,0.90625,0.875,0.6315393454117022,0.5982329612312386,0.04574124815523639,0.04574124815523639,0,240,0,29,4,1.0,1.0
main,fixed_retirement_85,8176,320,321,0,,1,1,695.83125,692.475,0.9114583333333334,0.9388020833333334,0.875,0.828125,0.5852224444430044,0.5485242318358697,0.04574124815523639,0.04574124815523639,3,0,0,44,4,1.0,1.0
main,telemetry_breaker,8176,320,321,0,,1,1,629.34375,663.8625,0.9348958333333334,0.9583333333333334,0.78125,0.78125,0.44919017893941887,0.4626062483427769,0.11172709298743011,0.11172709298743011,6,0,0,64,4,1.0,1.0
main,ecc_digest,8176,320,321,0,,1,1,726.1125,740.31875,0.9635416666666666,0.9700520833333334,0.6875,0.734375,0.5831592258526727,0.5820144415592641,0.04732491561119345,0.04732491561119345,0,0,8,30,4,1.0,1.0
main,restoration_stack,8176,320,321,0,,1,1,658.125,681.640625,0.9739583333333334,0.9830729166666666,0.5625,0.640625,0.44197178705245344,0.454451849611306,0.24388096679301974,0.24388096679301974,4,240,7,54,4,1.0,1.0
main,sham_retirement_85,8176,320,321,0,,1,1,695.83125,692.475,0.9114583333333334,0.9388020833333334,0.90625,0.875,0.6519103279443578,0.6232834969608436,-0.014845449821907275,-0.014845449821907275,3,0,0,29,4,1.0,1.0
pressure_disabled_null,capsule_baseline,8176,320,321,0,,1,1,726.1125,740.31875,0.9270833333333334,0.9544270833333334,0.78125,0.78125,0.10346285546046985,0.10183996573373086,0.530582911309605,0.530582911309605,0,0,0,30,4,1.0,1.0
pressure_disabled_null,restoration_stack,8176,320,321,0,,1,1,718.2375,728.88125,0.9817708333333334,0.9869791666666666,0.53125,0.625,0.08928150681719073,0.0908079894607577,0.5393321990236644,0.5393321990236644,0,240,6,30,4,1.0,1.0
main,capsule_baseline,8177,320,115,1,115,0,0,728.175,741.034375,0.90625,0.9036458333333334,0.84375,0.84375,0.7019498109511778,0.739480000631655,-0.1404190077064693,-0.4490665231127067,0,0,0,29,1,1.0,1.0
main,scheduled_prune_80,8177,320,115,1,115,0,0,720.3,729.596875,0.9088541666666666,0.9049479166666666,0.84375,0.84375,0.672236737231302,0.7068275344496749,-0.1366391985854023,-0.44206983828624,0,240,0,29,1,1.0,1.0
main,fixed_retirement_85,8177,320,115,1,115,0,0,696.8625,694.284375,0.9244791666666666,0.91796875,0.75,0.78125,0.6309498804019277,0.6555070829126642,-0.0939553146926484,-0.3751603783509363,3,0,0,45,1,1.0,1.0
main,telemetry_breaker,8177,320,321,0,,1,1,625.25,609.796875,0.9088541666666666,0.91015625,0.75,0.78125,0.48433680507011256,0.49676830878326783,0.042970879615805035,-0.3690484072648996,10,0,0,84,3,1.0,1.0
main,ecc_digest,8177,320,321,0,,1,1,728.175,741.034375,0.921875,0.9322916666666666,0.6875,0.734375,0.6282317439189622,0.666846944433004,-0.04414136069039265,-0.43224316016983444,0,0,11,29,2,1.0,1.0
main,restoration_stack,8177,320,321,0,,1,1,617.375,620.353125,0.9348958333333334,0.9544270833333334,0.65625,0.625,0.44341703954424283,0.44667355355894733,0.14151001818201459,0.14151001818201459,8,240,9,73,3,1.0,1.0
main,sham_retirement_85,8177,320,115,1,115,0,0,696.8625,694.284375,0.9088541666666666,0.9049479166666666,0.84375,0.84375,0.6899479024075885,0.7334211874372165,-0.14549868611879058,-0.4490663152028469,3,0,0,29,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8177,320,321,0,,1,1,728.175,741.034375,0.9088541666666666,0.9075520833333334,0.84375,0.84375,0.12272394949931371,0.125469832070114,0.3918831667302918,0.3918831667302918,0,0,0,29,1,1.0,1.0
pressure_disabled_null,restoration_stack,8177,320,321,0,,1,1,720.3,729.596875,0.921875,0.9440104166666666,0.6875,0.71875,0.1080222018725328,0.10652788421533152,0.40263350123522845,0.40263350123522845,0,240,11,30,2,1.0,1.0
main,capsule_baseline,8178,320,321,0,,1,1,727.8875,740.715625,0.8932291666666666,0.8958333333333334,0.8125,0.84375,0.6066875557611544,0.6349868791431901,0.0078022921622169505,-0.06563689227060987,0,0,0,29,0,1.0,1.0
main,scheduled_prune_80,8178,320,321,0,,1,1,720.0125,729.278125,0.8932291666666666,0.9010416666666666,0.8125,0.8125,0.5895844669203024,0.6049668252262504,0.0078022921622169505,-0.026135685013463306,0,240,0,29,0,1.0,1.0
main,fixed_retirement_85,8178,320,321,0,,1,1,696.29375,693.278125,0.9036458333333334,0.9192708333333334,0.75,0.765625,0.5540551158139241,0.5481509763927427,0.0078022921622169505,0.0078022921622169505,3,0,0,47,0,1.0,1.0
main,telemetry_breaker,8178,320,321,0,,1,1,641.7875,658.328125,0.9088541666666666,0.9192708333333334,0.71875,0.734375,0.4339323281006474,0.44395661036177164,0.0078022921622169505,0.0033060425006959937,7,0,0,67,0,1.0,1.0
main,ecc_digest,8178,320,321,0,,1,1,727.8875,740.715625,0.9505208333333334,0.9557291666666666,0.59375,0.640625,0.5522740539714412,0.5690078237337473,0.08839618690600481,-0.045835554451204574,0,0,8,29,0,1.0,1.0
main,restoration_stack,8178,320,321,0,,1,1,687.8875,678.0125,0.9505208333333334,0.9596354166666666,0.5625,0.59375,0.4489982094486291,0.4480517185440817,0.08839618690600481,0.08839618690600481,5,240,8,57,0,1.0,1.0
main,sham_retirement_85,8178,320,321,0,,1,1,696.29375,693.278125,0.8932291666666666,0.8958333333333334,0.8125,0.84375,0.6066875557611544,0.6349868791431901,0.0078022921622169505,-0.0039138153475328785,3,0,0,29,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8178,320,321,0,,1,1,727.8875,740.715625,0.921875,0.94140625,0.78125,0.75,0.10159632573554789,0.10339761225065407,0.5564224431538616,0.5369256771358731,0,0,0,29,0,1.0,1.0
pressure_disabled_null,restoration_stack,8178,320,321,0,,1,1,720.0125,729.278125,0.96875,0.9752604166666666,0.5,0.5625,0.09080301964585498,0.09158085264549398,0.7118024295985761,0.5942402017748525,0,240,7,29,0,1.0,1.0
main,capsule_baseline,8179,320,175,1,175,1,0,728.35,742.20625,0.8958333333333334,0.89453125,0.71875,0.8125,0.712634597566055,0.7380398400178988,-0.3879874502744389,-0.40633402845322886,0,0,0,31,1,1.0,1.0
main,scheduled_prune_80,8179,320,175,1,175,1,0,720.475,730.76875,0.8958333333333334,0.89453125,0.71875,0.8125,0.6922439592174601,0.7093740190189062,-0.38573688544130524,-0.38573688544130524,0,240,0,31,1,1.0,1.0
main,fixed_retirement_85,8179,320,230,1,230,1,0,697.4125,695.065625,0.90625,0.9244791666666666,0.625,0.71875,0.6324496157662699,0.6187512722638896,-0.37195178357400915,-0.37195178357400915,3,0,0,47,1,1.0,1.0
main,telemetry_breaker,8179,320,321,0,,1,1,629.775,640.65625,0.9322916666666666,0.94921875,0.6875,0.765625,0.4762039842787099,0.48306053914269376,0.14513774964951665,-0.08840229596282878,8,0,0,76,1,1.0,1.0
main,ecc_digest,8179,320,321,0,,1,1,728.35,742.20625,0.9296875,0.9427083333333334,0.78125,0.8125,0.6373439789147308,0.6534720497742369,-0.09456336021847078,-0.3397523631500692,0,0,11,31,1,1.0,1.0
main,restoration_stack,8179,320,321,0,,1,1,610.7875,642.128125,0.9635416666666666,0.9622395833333334,0.71875,0.78125,0.4310591231299895,0.45825414648657026,0.35843964517920457,-0.004244444091374033,7,240,8,72,3,1.0,1.0
main,sham_retirement_85,8179,320,175,1,175,1,0,697.4125,695.065625,0.8958333333333334,0.89453125,0.71875,0.8125,0.712634597566055,0.7380398400178988,-0.3879874502744389,-0.3879874502744389,3,0,0,31,1,1.0,1.0
pressure_disabled_null,capsule_baseline,8179,320,321,0,,1,1,728.35,742.20625,0.9270833333333334,0.9348958333333334,0.6875,0.75,0.11580320911024362,0.11691297255680247,0.40121258527071535,0.40121258527071535,0,0,0,31,1,1.0,1.0
pressure_disabled_null,restoration_stack,8179,320,321,0,,1,1,720.475,730.76875,0.953125,0.9674479166666666,0.71875,0.75,0.0993808312931789,0.10142161616767797,0.5804648226222037,0.5121507910906364,0,240,9,31,1,1.0,1.0
main,capsule_baseline,8180,320,50,1,50,0,0,740.73125,742.815625,0.8697916666666666,0.890625,0.84375,0.84375,0.6846966413637853,0.6797739839955025,-0.4754612069066886,-0.4754612069066886,0,0,0,30,2,1.0,1.0
main,scheduled_prune_80,8180,320,50,1,50,0,0,732.85625,731.378125,0.8723958333333334,0.8919270833333334,0.84375,0.84375,0.6466532813642593,0.6415144139753415,-0.18722934677978165,-0.18722934677978165,0,240,0,30,2,1.0,1.0
main,fixed_retirement_85,8180,320,50,1,50,0,0,708.85625,695.70625,0.8723958333333334,0.8997395833333334,0.78125,0.8125,0.5893370292216924,0.5752017861389577,-0.17162642211585388,-0.173416706844725,3,0,0,47,2,1.0,1.0
main,telemetry_breaker,8180,320,321,0,,1,1,643.16875,655.896875,0.9401041666666666,0.95703125,0.59375,0.59375,0.4481645887105028,0.4487117104069126,-0.15699177798306496,-0.15699177798306496,7,0,0,67,2,1.0,1.0
main,ecc_digest,8180,320,321,0,,1,1,740.73125,742.815625,0.9635416666666666,0.9583333333333334,0.6875,0.6875,0.6204578576749121,0.6187020272165281,-0.21097548143375455,-0.21097548143375455,0,0,7,30,2,1.0,1.0
main,restoration_stack,8180,320,321,0,,1,1,609.14375,620.15625,0.9739583333333334,0.9817708333333334,0.59375,0.546875,0.42499057256631073,0.40651945415680873,0.223677113152571,0.223677113152571,7,240,2,70,2,1.0,1.0
main,sham_retirement_85,8180,320,50,1,50,0,0,708.85625,695.70625,0.8697916666666666,0.890625,0.84375,0.84375,0.6846966413637853,0.6797739839955025,-0.43099966844515003,-0.43099966844515003,3,0,0,30,2,1.0,1.0
pressure_disabled_null,capsule_baseline,8180,320,50,1,50,0,0,740.73125,742.815625,0.8723958333333334,0.9075520833333334,0.8125,0.8125,0.11403811252600918,0.11151560847492673,0.3402600850012919,0.3402600850012919,0,0,0,30,2,1.0,1.0
pressure_disabled_null,restoration_stack,8180,320,321,0,,1,1,732.85625,731.378125,0.9635416666666666,0.96875,0.65625,0.625,0.10011898089002058,0.09818106481880597,0.5387178498684968,0.5387178498684968,0,240,7,30,2,1.0,1.0
main,capsule_baseline,8181,320,175,1,175,1,0,733.0125,742.51875,0.9583333333333334,0.9518229166666666,0.6875,0.75,0.599341621346964,0.6578008022552561,-0.06970387375617393,-0.44260152624962945,0,0,0,29,0,1.0,1.0
main,scheduled_prune_80,8181,320,175,1,175,1,0,725.1375,731.08125,0.9583333333333334,0.9518229166666666,0.6875,0.75,0.5784743866962752,0.633210952725689,-0.06970387375617393,-0.4044897863355086,0,240,0,29,0,1.0,1.0
main,fixed_retirement_85,8181,320,295,1,295,1,0,704.325,695.7375,0.9583333333333334,0.9596354166666666,0.6875,0.734375,0.5548675889123948,0.5672829779631714,-0.06970387375617393,-0.23470236517382181,3,0,0,46,0,1.0,1.0
main,telemetry_breaker,8181,320,175,1,175,1,0,650.80625,655.58125,0.9739583333333334,0.9583333333333334,0.59375,0.640625,0.421120837538661,0.4652574035589779,-0.004272851694556934,-0.3732452432587743,7,0,0,68,0,1.0,1.0
main,ecc_digest,8181,320,321,0,,1,1,733.0125,742.51875,0.9791666666666666,0.9700520833333334,0.59375,0.625,0.5650994990231579,0.6029408992898354,0.008465937813910696,-0.19397503561931329,0,0,8,30,0,1.0,1.0
main,restoration_stack,8181,320,321,0,,1,1,658.93125,651.896875,0.984375,0.9765625,0.5,0.5625,0.4028921641269202,0.43720057839000137,0.008465937813910696,-0.11119546824472692,7,240,5,70,2,1.0,1.0
main,sham_retirement_85,8181,320,175,1,175,1,0,704.325,695.7375,0.9583333333333334,0.9518229166666666,0.6875,0.75,0.599341621346964,0.6578008022552561,-0.06970387375617393,-0.38310152624962956,3,0,0,29,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8181,320,295,1,295,1,0,733.0125,742.51875,0.9635416666666666,0.953125,0.65625,0.6875,0.10385260034652732,0.11056517721400454,0.4266592438442075,0.1484367145042923,0,0,0,30,0,1.0,1.0
pressure_disabled_null,restoration_stack,8181,320,321,0,,1,1,725.1375,731.08125,0.984375,0.9765625,0.5625,0.59375,0.09442050343262479,0.09903094613846736,0.5424104169577835,0.35076043226024756,0,240,7,30,0,1.0,1.0
main,capsule_baseline,8182,320,95,1,95,0,0,735.45625,741.259375,0.890625,0.9166666666666666,0.875,0.75,0.7691910400574025,0.7162408265054289,-0.5053782648081995,-0.5053782648081995,0,0,0,30,3,1.0,1.0
main,scheduled_prune_80,8182,320,95,1,95,0,0,727.58125,729.821875,0.890625,0.9166666666666666,0.875,0.75,0.7502528009107894,0.6875395713012621,-0.46124746055725474,-0.46124746055725474,0,240,0,30,3,1.0,1.0
main,fixed_retirement_85,8182,320,295,1,295,1,0,701.6125,693.978125,0.9088541666666666,0.9309895833333334,0.8125,0.6875,0.6552462130757595,0.5965329551976382,-0.4006209984365796,-0.4006209984365796,3,0,0,46,3,1.0,1.0
main,telemetry_breaker,8182,320,95,1,95,0,0,632.925,660.65,0.90625,0.9401041666666666,0.84375,0.71875,0.5313748476571074,0.4908123245663386,-0.43742485102212525,-0.43742485102212525,7,0,0,65,3,1.0,1.0
main,ecc_digest,8182,320,95,1,95,0,0,735.45625,741.259375,0.9166666666666666,0.9375,0.78125,0.703125,0.6921695543375715,0.6698991615634876,-0.36167997717054456,-0.36167997717054456,0,0,7,30,3,1.0,1.0
main,restoration_stack,8182,320,321,0,,1,1,618.79375,654.69375,0.96875,0.9713541666666666,0.59375,0.59375,0.4373339667679489,0.44496594026625697,0.1268744718450121,0.1268744718450121,6,240,5,64,4,1.0,1.0
main,sham_retirement_85,8182,320,95,1,95,0,0,701.6125,693.978125,0.890625,0.9166666666666666,0.875,0.75,0.7691910400574025,0.7162408265054289,-0.4581705725005072,-0.4581705725005072,3,0,0,30,3,1.0,1.0
pressure_disabled_null,capsule_baseline,8182,320,321,0,,1,1,735.45625,741.259375,0.9348958333333334,0.94140625,0.90625,0.765625,0.12164094617657237,0.11436226773591787,0.30093262264848275,0.30093262264848275,0,0,0,30,3,1.0,1.0
pressure_disabled_null,restoration_stack,8182,320,321,0,,1,1,727.58125,729.821875,0.953125,0.9583333333333334,0.78125,0.703125,0.10715686781299005,0.10273895742891825,0.38259240507960435,0.38259240507960435,0,240,7,30,3,1.0,1.0
main,capsule_baseline,8183,320,50,1,50,0,0,730.18125,738.746875,0.8671875,0.8971354166666666,0.8125,0.84375,0.7491226299807103,0.708854521742128,-0.5405469116035326,-0.5405469116035326,0,0,0,31,2,1.0,1.0
main,scheduled_prune_80,8183,320,50,1,50,0,0,722.30625,727.309375,0.8671875,0.8971354166666666,0.8125,0.84375,0.7297809353798266,0.6804409909049086,-0.5405469116035326,-0.5405469116035326,0,240,0,31,2,1.0,1.0
main,fixed_retirement_85,8183,320,50,1,50,0,0,695.4,689.309375,0.8828125,0.9049479166666666,0.75,0.8125,0.6849098296423974,0.6291178077475612,-0.5405469116035326,-0.5405469116035326,3,0,0,47,3,1.0,1.0
main,telemetry_breaker,8183,320,50,1,50,0,0,637.05625,631.0,0.8776041666666666,0.921875,0.6875,0.703125,0.5430909440203708,0.4893119397034688,-0.4204672972403547,-0.4204672972403547,9,0,0,79,3,1.0,1.0
main,ecc_digest,8183,320,115,1,115,0,0,730.18125,738.746875,0.921875,0.9361979166666666,0.78125,0.796875,0.6846348531571568,0.6610507318494364,-0.3334432092171675,-0.3334432092171675,0,0,8,31,2,1.0,1.0
main,restoration_stack,8183,320,115,1,115,0,0,629.18125,645.25,0.921875,0.94140625,0.65625,0.65625,0.4985704691000472,0.47651254725918796,-0.21625269908220401,-0.21625269908220401,7,240,5,68,3,1.0,1.0
main,sham_retirement_85,8183,320,50,1,50,0,0,695.4,689.309375,0.8671875,0.8971354166666666,0.8125,0.84375,0.7491226299807103,0.708854521742128,-0.5405469116035326,-0.5405469116035326,3,0,0,31,2,1.0,1.0
pressure_disabled_null,capsule_baseline,8183,320,115,1,115,0,0,730.18125,738.746875,0.9010416666666666,0.9296875,0.84375,0.796875,0.1204099525441826,0.11411975588851134,0.23088689259868844,0.23088689259868844,0,0,0,31,2,1.0,1.0
pressure_disabled_null,restoration_stack,8183,320,115,1,115,0,0,722.30625,727.309375,0.9427083333333334,0.9544270833333334,0.78125,0.703125,0.11046605379910117,0.10405081448039302,0.2937362111996622,0.2937362111996622,0,240,6,31,2,1.0,1.0
main,capsule_baseline,8184,320,321,0,,1,1,742.3,747.315625,0.9270833333333334,0.9283854166666666,0.90625,0.875,0.6281784366803063,0.6351932353526973,-0.3232795684798122,-0.5617573843431516,0,0,0,31,0,1.0,1.0
main,scheduled_prune_80,8184,320,321,0,,1,1,734.425,735.878125,0.9270833333333334,0.9283854166666666,0.90625,0.875,0.6076325483221925,0.6109723407945837,-0.3232795684798122,-0.5602928541946863,0,240,0,31,0,1.0,1.0
main,fixed_retirement_85,8184,320,290,1,290,1,0,712.95625,701.128125,0.9375,0.9270833333333334,0.84375,0.84375,0.5720737673643609,0.5699115467162977,-0.3232795684798122,-0.5542644193611974,3,0,0,49,1,1.0,1.0
main,telemetry_breaker,8184,320,321,0,,1,1,677.3625,669.671875,0.9505208333333334,0.9583333333333334,0.84375,0.75,0.46424248170970656,0.4593462214445217,-0.00814513147119822,-0.25079539868514256,6,0,0,65,0,1.0,1.0
main,ecc_digest,8184,320,321,0,,1,1,742.3,747.315625,0.9661458333333334,0.9596354166666666,0.75,0.765625,0.5757078069335216,0.5842582529902409,-0.11542528985143297,-0.11542528985143297,0,0,8,31,0,1.0,1.0
main,restoration_stack,8184,320,321,0,,1,1,665.6625,655.9,0.9791666666666666,0.9752604166666666,0.625,0.609375,0.4221046523401342,0.4199341563747761,0.3912335261446207,-0.006143186614907092,6,240,7,65,0,1.0,1.0
main,sham_retirement_85,8184,320,321,0,,1,1,712.95625,701.128125,0.9270833333333334,0.9283854166666666,0.90625,0.875,0.6281784366803063,0.6351932353526973,-0.3232795684798122,-0.5617573843431516,3,0,0,31,0,1.0,1.0
pressure_disabled_null,capsule_baseline,8184,320,321,0,,1,1,742.3,747.315625,0.9270833333333334,0.93359375,0.90625,0.875,0.11307211860245511,0.11004721822770976,0.22874583151978778,0.22874583151978778,0,0,0,31,0,1.0,1.0
pressure_disabled_null,restoration_stack,8184,320,321,0,,1,1,734.425,735.878125,0.9713541666666666,0.96875,0.75,0.75,0.09599619557775112,0.09519993541714827,0.5806089478923488,0.5806089478923488,0,240,8,31,0,1.0,1.0
main,capsule_baseline,8185,320,35,1,35,0,0,726.1875,737.834375,0.8958333333333334,0.92578125,0.71875,0.796875,0.6922090186377374,0.6795551075616809,-0.4094310902076783,-0.4094310902076783,0,0,0,32,3,1.0,1.0
main,scheduled_prune_80,8185,320,35,1,35,0,0,718.3125,726.396875,0.8958333333333334,0.92578125,0.71875,0.796875,0.6764298553452387,0.654681775823447,-0.4094310902076783,-0.4094310902076783,0,240,0,32,3,1.0,1.0
main,fixed_retirement_85,8185,320,35,1,35,0,0,698.8125,691.2875,0.8958333333333334,0.93359375,0.71875,0.765625,0.6589623023903616,0.6108163814659932,-0.4094310902076783,-0.4094310902076783,3,0,0,50,3,1.0,1.0
main,telemetry_breaker,8185,320,35,1,35,0,0,623.7375,641.846875,0.9010416666666666,0.9361979166666666,0.6875,0.75,0.5115937224662602,0.4941420843892318,-0.4094310902076783,-0.4094310902076783,7,0,0,70,3,1.0,1.0
main,ecc_digest,8185,320,45,1,45,0,0,726.1875,737.834375,0.9375,0.9518229166666666,0.6875,0.75,0.6166023891599886,0.6248239998141315,-0.1739751992148273,-0.1739751992148273,0,0,7,30,3,1.0,1.0
main,restoration_stack,8185,320,45,1,45,0,0,664.975,658.03125,0.9375,0.95703125,0.65625,0.71875,0.47037382088483,0.44355590048359356,-0.16576573695876462,-0.16576573695876462,7,240,4,70,3,1.0,1.0
main,sham_retirement_85,8185,320,35,1,35,0,0,698.8125,691.2875,0.8958333333333334,0.92578125,0.71875,0.796875,0.6922090186377374,0.6795551075616809,-0.4094310902076783,-0.4094310902076783,3,0,0,32,3,1.0,1.0
pressure_disabled_null,capsule_baseline,8185,320,35,1,35,0,0,726.1875,737.834375,0.890625,0.9309895833333334,0.78125,0.796875,0.11621690265995403,0.11397147190085025,0.20279299689565278,0.20279299689565278,0,0,0,32,3,1.0,1.0
pressure_disabled_null,restoration_stack,8185,320,45,1,45,0,0,718.3125,726.396875,0.9375,0.9544270833333334,0.6875,0.734375,0.10608421661037086,0.10454932862162532,0.37611845137089306,0.37611845137089306,0,240,6,30,3,1.0,1.0
main,capsule_baseline,8186,320,230,1,230,1,0,731.9625,743.28125,0.921875,0.91796875,0.75,0.8125,0.6243495134757844,0.6929895821078438,-0.2996796618331474,-0.3982845547939944,0,0,0,32,0,1.0,1.0
main,scheduled_prune_80,8186,320,230,1,230,1,0,724.0875,731.84375,0.921875,0.91796875,0.75,0.8125,0.6075628382148565,0.6632530759331111,-0.26132336880073814,-0.3977299975751529,0,240,0,32,0,1.0,1.0
main,fixed_retirement_85,8186,320,230,1,230,1,0,701.9625,695.796875,0.921875,0.91796875,0.71875,0.78125,0.5720306399025037,0.6062283789797647,-0.101760105025539,-0.3958607876711928,3,0,0,49,0,1.0,1.0
main,telemetry_breaker,8186,320,321,0,,1,1,621.8875,613.890625,0.9479166666666666,0.9466145833333334,0.6875,0.703125,0.4337325643812492,0.4476789639216997,0.10634717663931292,0.10634717663931292,9,0,0,83,1,1.0,1.0
